video_path,label,class_name
data/raw/CricShoot10kShootDataset/Lofted Legside/vid37_23.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid55_4.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid498_17.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid358_58.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid361_65.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid34_22.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid451_16.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Upper Cut/vid16_14.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Pull/vid213_33.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid6_11.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Upper Cut/vid327_44.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid87_35.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Late Cut/vid93_40.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Cover Drive/vid492_17.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid413_14.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid86_40.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid243_15.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid45_24.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Flick/vid105_3.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid413_18.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Late Cut/vid487_2.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Sweep/vid536_55.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid107_33.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Square Cut/vid162_16.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid12_15.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid427_6.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid21_31.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid233_40.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Offside/vid378_29.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid353_6.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Pull/vid373_33.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Straight Drive/vid250_2.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Flick/vid99_7.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Square Cut/vid320_14.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid67_49.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Cover Drive/vid505_2.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Hook/vid268_1.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Offside/vid256_17.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid489_28.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid133_12.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Hook/vid364_30.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid256_28.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Scoop/vid417_26.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid476_8.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid92_10.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Upper Cut/vid419_6.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid337_41.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Pull/vid433_39.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Flick/vid461_50.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid451_41.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Flick/vid401_14.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid239_19.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Pull/vid387_41.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid489_17.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid44_10.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid473_31.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Sweep/vid57_14.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid466_5.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid74_18.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid49_16.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid105_6.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid313_0.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid461_37.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid457_7.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Late Cut/vid445_46.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Sweep/vid387_29.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid168_37.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Cover Drive/vid319_15.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid422_18.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Upper Cut/vid21_27.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid392_15.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid100_5.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Defensive/vid226_13.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid240_7.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid81_26.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid508_18.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Scoop/vid202_13.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Straight Drive/vid175_22.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid115_13.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Cover Drive/vid118_22.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid384_4.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid23_17.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid386_1.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Late Cut/vid318_14.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid118_18.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid50_20.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid209_31.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid108_11.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid164_11.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Legside/vid490_33.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid357_59.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid511_13.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Pull/vid482_62.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Cover Drive/vid147_2.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid451_19.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid237_43.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Scoop/vid471_44.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Down The Wicket/vid413_19.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Flick/vid38_38.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid33_1.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid431_3.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid415_30.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid294_24.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Square Cut/vid389_52.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Defensive/vid236_3.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid512_18.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid472_13.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid154_29.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid87_4.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid324_11.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Late Cut/vid473_14.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Pull/vid482_63.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Square Cut/vid441_12.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid106_21.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid1_15.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid141_6.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid453_50.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid464_15.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid91_4.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid460_46.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Late Cut/vid493_1.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Sweep/vid216_31.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Hook/vid315_9.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Legside/vid294_16.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Cover Drive/vid213_1.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid361_21.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid485_44.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Upper Cut/vid518_43.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid366_50.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid56_49.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Straight Drive/vid533_9.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Scoop/vid356_56.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Late Cut/vid68_36.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Pull/vid139_17.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid387_5.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Sweep/vid465_9.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid51_50.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Cover Drive/vid173_13.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid330_30.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid380_3.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Flick/vid214_3.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid527_73.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid373_12.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Square Cut/vid155_13.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid340_21.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Pull/vid382_42.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Flick/vid366_3.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid98_35.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid465_42.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid40_86.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid511_20.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid117_9.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid272_4.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid434_13.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid8_47.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid34_38.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid535_14.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Upper Cut/vid135_16.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Straight Drive/vid448_32.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid245_53.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid288_6.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid478_21.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Defensive/vid232_7.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid536_35.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid430_33.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Straight Drive/vid236_25.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid178_33.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid143_20.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Pull/vid440_13.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid153_26.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid389_28.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid39_19.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Straight Drive/vid340_9.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid72_11.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid171_22.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Scoop/vid163_25.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Legside/vid398_4.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid60_79.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid61_3.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Cover Drive/vid322_13.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid254_10.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid327_42.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid381_9.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid472_58.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid458_2.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid350_27.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid505_28.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Upper Cut/vid123_5.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Defensive/vid229_2.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Sweep/vid310_4.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid509_16.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Pull/vid369_33.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid157_12.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Sweep/vid172_10.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid102_27.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Late Cut/vid531_47.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Flick/vid244_21.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid427_3.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid91_1.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid227_11.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Pull/vid142_25.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid455_36.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Square Cut/vid481_37.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Upper Cut/vid361_7.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Flick/vid527_47.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid172_12.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid321_12.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid518_20.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Pull/vid440_18.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid446_25.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Sweep/vid445_54.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid129_23.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid374_46.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid75_15.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid342_37.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid430_47.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid226_0.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid361_51.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid93_24.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid161_30.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Cover Drive/vid450_18.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid151_41.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Upper Cut/vid232_3.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid370_57.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Defensive/vid294_9.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Square Cut/vid40_49.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Scoop/vid440_49.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid465_25.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Pull/vid485_34.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid444_55.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid462_17.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Upper Cut/vid535_37.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid486_44.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid436_35.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Straight Drive/vid314_15.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Late Cut/vid392_6.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Flick/vid359_1.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid100_34.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid536_63.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid342_39.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid324_30.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid433_37.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid417_1.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid344_21.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid251_19.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid37_35.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Pull/vid520_38.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Late Cut/vid295_22.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid344_50.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Cover Drive/vid148_1.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid167_23.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Defensive/vid312_16.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Hook/vid362_43.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Hook/vid104_7.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Scoop/vid502_4.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Defensive/vid303_26.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid433_38.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Upper Cut/vid104_25.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid380_57.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid362_11.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Cover Drive/vid218_10.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Flick/vid88_32.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid366_31.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid121_41.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Scoop/vid387_7.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid335_22.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Pull/vid126_39.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Sweep/vid525_10.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Defensive/vid518_36.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid517_47.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Flick/vid300_31.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Hook/vid162_42.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid454_20.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid94_27.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid434_68.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid466_22.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Upper Cut/vid8_40.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Pull/vid369_41.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid516_30.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid367_6.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid285_10.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid506_21.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid104_29.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Cover Drive/vid500_19.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid320_50.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid485_50.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid262_37.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid141_16.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid528_5.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid88_13.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid518_38.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid4_38.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid216_13.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid197_5.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Straight Drive/vid389_49.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid439_24.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid238_12.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid159_13.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Defensive/vid6_19.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid501_1.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid28_27.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid512_21.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Flick/vid279_0.avi,Flick,Flick
